Rank,Address,Balance
11,"bc1qa5wkgaew2dkv56kfvj49j0av5nml45x9ek9hz6wallet: SilkRoad-FBI-Confiscated Balance:69,370 BTC ($4,175,252,609) Ins:90 Outs:0","69,370 BTC ($4,175,252,609)"
12,"3LYJfcfHPXYJreMsASk2jkn69LWEYKzexbwallet: Binance-BTCB-ReserveBalance:68,200 BTC ($4,104,822,212) Ins:100 Outs:54","68,200 BTC ($4,104,822,212)"
13,"bc1qcv8h9hp5w8c4qpze0a4tdxw6qjtvg8yps23k0g3aymxx7jlesv4q4t..6f65wallet: Kraken-coldwallet 7d:-399.69 BTC / 30d:-767.71 BTCBalance:59,705 BTC ($3,593,525,603) Ins:89 Outs:32","59,705 BTC ($3,593,525,603)"
14,"1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeCBalance:53,880 BTC ($3,242,933,529) Ins:184 Outs:0","53,880 BTC ($3,242,933,529)"
15,"1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtABalance:51,830 BTC ($3,119,568,339) Ins:130 Outs:0","51,830 BTC ($3,119,568,339)"
16,"bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3q..fgprwallet: Coincheck 7d:+47.43 BTC / 30d:+162.01 BTCBalance:46,084 BTC ($2,773,698,804) Ins:931 Outs:887","46,084 BTC ($2,773,698,804)"
17,"3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc 30d:+45177 BTCBalance:45,177 BTC ($2,719,136,807) Ins:3 Outs:0","45,177 BTC ($2,719,136,807)"
18,"1LruNZjwamWJXThX2Y8C2d47QqhAkkc5osBalance:44,000 BTC ($2,648,277,393) Ins:60 Outs:0","44,000 BTC ($2,648,277,393)"
19,"3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgdwallet: OKExBalance:41,663 BTC ($2,507,606,813) Ins:450 Outs:215","41,663 BTC ($2,507,606,813)"
21,"3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6awallet: Binance-coldwalletBalance:37,927 BTC ($2,282,755,115) Ins:36 Outs:0","37,927 BTC ($2,282,755,115)"
22,"bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkugwallet: UK-Gov-ConfiscatedBalance:36,000 BTC ($2,166,793,599) Ins:45 Outs:0","36,000 BTC ($2,166,793,599)"
23,"bc1qk4m9zv5tnxf2pddd565wugsjrkqkfn90aa0wypj2530f4f7tjwrqnt..penswallet: BITMEX-coldwalletBalance:35,277 BTC ($2,123,268,029) Ins:77 Outs:3","35,277 BTC ($2,123,268,029)"
24,"12Gws9EsEiDZLinu2SWkHdk7TcobjTau9uwallet: MtGox-coldwalletBalance:32,371 BTC ($1,948,365,204) Ins:6 Outs:0","32,371 BTC ($1,948,365,204)"
25,"12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8FxBalance:32,321 BTC ($1,945,336,587) Ins:47 Outs:10","32,321 BTC ($1,945,336,587)"
26,"bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4wallet: Binance-PoolBalance:31,643 BTC ($1,904,553,103) Ins:4748 Outs:1","31,643 BTC ($1,904,553,103)"
27,"3FHNBLobJnbCTFTVakh5TXmEneyf5PT61Bwallet: Binance-coldwalletBalance:31,275 BTC ($1,882,401,026) Ins:38 Outs:0","31,275 BTC ($1,882,401,026)"
28,"12ib7dApVFvg82TXKycWBNpN8kFyiAN1drwallet: 967Balance:31,000 BTC ($1,865,832,589) Ins:174 Outs:4","31,000 BTC ($1,865,832,589)"
29,"12tkqA9xSoowkzoERHMWNKsTey55YEBqkvBalance:28,151 BTC ($1,694,356,065) Ins:158 Outs:0","28,151 BTC ($1,694,356,065)"
30,"39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYwBalance:26,139 BTC ($1,573,277,369) Ins:7 Outs:1","26,139 BTC ($1,573,277,369)"
31,"bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9wallet: Crypto.com-coldwallet 7d:-58.33 BTC / 30d:+174.17 BTCBalance:25,921 BTC ($1,560,152,406) Ins:28834 Outs:26978","25,921 BTC ($1,560,152,406)"
32,"1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7wallet: Binance-coldwallet 7d:-4926 BTC / 30d:+19328 BTCBalance:24,789 BTC ($1,491,993,209) Ins:84 Outs:60","24,789 BTC ($1,491,993,209)"
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,474,326,253) Ins:24 Outs:0","24,495 BTC ($1,474,326,253)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,448,543,017) Ins:313 Outs:224","24,067 BTC ($1,448,543,017)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,442,646,375) Ins:28 Outs:0","23,969 BTC ($1,442,646,375)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,406,894,984) Ins:44 Outs:2","23,375 BTC ($1,406,894,984)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,403,749,347) Ins:16 Outs:0","23,323 BTC ($1,403,749,347)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,389,417,406) Ins:27 Outs:0","23,085 BTC ($1,389,417,406)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+126.82 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,365,933,662) Ins:5145 Outs:5118","22,694 BTC ($1,365,933,662)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,220,100,794) Ins:13 Outs:2","20,271 BTC ($1,220,100,794)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,213,089,150) Ins:135 Outs:125","20,155 BTC ($1,213,089,150)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,204,241,717) Ins:79 Outs:1","20,008 BTC ($1,204,241,717)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,191,722,006) Ins:17 Outs:0","19,800 BTC ($1,191,722,006)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,168,515,878) Ins:115 Outs:0","19,414 BTC ($1,168,515,878)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,156,140,860) Ins:69 Outs:45","19,209 BTC ($1,156,140,860)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,131,537,811) Ins:516 Outs:511","18,800 BTC ($1,131,537,811)"
47,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,117,001,212) Ins:1220 Outs:162","18,559 BTC ($1,117,001,212)"
48,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+176.99 BTC / 30d:-0.2423 BTCBalance:18,554 BTC ($1,116,709,215) Ins:34521 Outs:29728","18,554 BTC ($1,116,709,215)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,107,462,085) Ins:4 Outs:0","18,400 BTC ($1,107,462,085)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-42.09 BTC / 30d:+297.32 BTCBalance:17,996 BTC ($1,083,152,730) Ins:3485 Outs:3462","17,996 BTC ($1,083,152,730)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:-500 BTC / 30d:+6525 BTCBalance:17,276 BTC ($1,039,784,334) Ins:320 Outs:139","17,276 BTC ($1,039,784,334)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+784.57 BTC / 30d:+16569 BTCBalance:16,569 BTC ($997,241,001) Ins:10 Outs:0","16,569 BTC ($997,241,001)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($981,463,466) Ins:15 Outs:0","16,307 BTC ($981,463,466)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($972,875,068) Ins:5 Outs:0","16,164 BTC ($972,875,068)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($947,693,808) Ins:76 Outs:1","15,746 BTC ($947,693,808)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($869,154,583) Ins:104 Outs:6","14,441 BTC ($869,154,583)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($852,395,008) Ins:304 Outs:270","14,162 BTC ($852,395,008)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+14001 BTC / 30d:+14001 BTCBalance:14,001 BTC ($842,716,034) Ins:783 Outs:774","14,001 BTC ($842,716,034)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($842,632,126) Ins:61 Outs:0","14,000 BTC ($842,632,126)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($825,317,801) Ins:144 Outs:37","13,712 BTC ($825,317,801)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($782,625,963) Ins:19 Outs:0","13,003 BTC ($782,625,963)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($776,411,989) Ins:42 Outs:3","12,900 BTC ($776,411,989)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($773,895,652) Ins:19 Outs:0","12,858 BTC ($773,895,652)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($738,327,645) Ins:3 Outs:0","12,267 BTC ($738,327,645)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($732,608,816) Ins:50 Outs:21","12,172 BTC ($732,608,816)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($732,206,960) Ins:969 Outs:148","12,165 BTC ($732,206,960)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($722,264,975) Ins:1 Outs:0","12,000 BTC ($722,264,975)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-74.52 BTC / 30d:-1604 BTCBalance:11,126 BTC ($669,632,239) Ins:297 Outs:296","11,126 BTC ($669,632,239)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($656,946,602) Ins:1 Outs:0","10,915 BTC ($656,946,602)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($653,661,797) Ins:140 Outs:61","10,860 BTC ($653,661,797)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($648,257,070) Ins:104 Outs:0","10,771 BTC ($648,257,070)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($641,002,262) Ins:3 Outs:1","10,650 BTC ($641,002,262)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2819 BTCBalance:10,634 BTC ($640,015,015) Ins:1070 Outs:1019","10,634 BTC ($640,015,015)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($631,974,374) Ins:3 Outs:0","10,500 BTC ($631,974,374)"
75,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($630,440,323) Ins:2 Outs:0","10,475 BTC ($630,440,323)"
76,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($614,924,015) Ins:1599 Outs:0","10,217 BTC ($614,924,015)"
77,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2162 BTC / 30d:+3484 BTCBalance:10,043 BTC ($604,465,148) Ins:89 Outs:45","10,043 BTC ($604,465,148)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($602,437,577) Ins:82 Outs:0","10,009 BTC ($602,437,577)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($601,984,812) Ins:9 Outs:0","10,002 BTC ($601,984,812)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($601,884,757) Ins:50 Outs:0","10,000 BTC ($601,884,757)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($601,882,182) Ins:62 Outs:0","10,000 BTC ($601,882,182)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($601,881,556) Ins:46 Outs:0","10,000 BTC ($601,881,556)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($601,881,052) Ins:71 Outs:0","10,000 BTC ($601,881,052)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($601,880,809) Ins:56 Outs:0","10,000 BTC ($601,880,809)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($601,880,721) Ins:55 Outs:0","10,000 BTC ($601,880,721)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($601,880,679) Ins:47 Outs:0","10,000 BTC ($601,880,679)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($601,880,659) Ins:44 Outs:0","10,000 BTC ($601,880,659)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($601,880,578) Ins:12 Outs:1","10,000 BTC ($601,880,578)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($601,880,549) Ins:11 Outs:1","10,000 BTC ($601,880,549)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($601,880,495) Ins:12 Outs:1","10,000 BTC ($601,880,495)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($601,880,490) Ins:11 Outs:1","10,000 BTC ($601,880,490)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($601,880,461) Ins:10 Outs:1","10,000 BTC ($601,880,461)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($601,880,384) Ins:8 Outs:1","10,000 BTC ($601,880,384)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($601,880,383) Ins:9 Outs:1","10,000 BTC ($601,880,383)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($601,880,383) Ins:8 Outs:1","10,000 BTC ($601,880,383)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($601,880,382) Ins:7 Outs:1","10,000 BTC ($601,880,382)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($601,880,225) Ins:9 Outs:1","10,000 BTC ($601,880,225)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($601,880,099) Ins:46 Outs:0","10,000 BTC ($601,880,099)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($601,880,049) Ins:27 Outs:0","10,000 BTC ($601,880,049)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($601,880,046) Ins:29 Outs:0","10,000 BTC ($601,880,046)"
