Rank,Address,Balance
11,"bc1qa5wkgaew2dkv56kfvj49j0av5nml45x9ek9hz6wallet: SilkRoad-FBI-Confiscated Balance:69,370 BTC ($4,161,506,418) Ins:90 Outs:0","69,370 BTC ($4,161,506,418)"
12,"3LYJfcfHPXYJreMsASk2jkn69LWEYKzexbwallet: Binance-BTCB-ReserveBalance:68,200 BTC ($4,091,307,899) Ins:100 Outs:54","68,200 BTC ($4,091,307,899)"
13,"bc1qcv8h9hp5w8c4qpze0a4tdxw6qjtvg8yps23k0g3aymxx7jlesv4q4t..6f65wallet: Kraken-coldwallet 7d:-399.69 BTC / 30d:-767.71 BTCBalance:59,705 BTC ($3,581,694,632) Ins:89 Outs:32","59,705 BTC ($3,581,694,632)"
14,"1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeCBalance:53,880 BTC ($3,232,256,814) Ins:184 Outs:0","53,880 BTC ($3,232,256,814)"
15,"1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtABalance:51,830 BTC ($3,109,297,778) Ins:130 Outs:0","51,830 BTC ($3,109,297,778)"
16,"bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3q..fgprwallet: Coincheck 7d:+47.43 BTC / 30d:+162.01 BTCBalance:46,084 BTC ($2,764,566,950) Ins:931 Outs:887","46,084 BTC ($2,764,566,950)"
17,"3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc 30d:+45177 BTCBalance:45,177 BTC ($2,710,184,588) Ins:3 Outs:0","45,177 BTC ($2,710,184,588)"
18,"1LruNZjwamWJXThX2Y8C2d47QqhAkkc5osBalance:44,000 BTC ($2,639,558,465) Ins:60 Outs:0","44,000 BTC ($2,639,558,465)"
19,"3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgdwallet: OKExBalance:41,663 BTC ($2,499,351,015) Ins:450 Outs:215","41,663 BTC ($2,499,351,015)"
21,"3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6awallet: Binance-coldwalletBalance:37,927 BTC ($2,275,239,596) Ins:36 Outs:0","37,927 BTC ($2,275,239,596)"
22,"bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkugwallet: UK-Gov-ConfiscatedBalance:36,000 BTC ($2,159,659,861) Ins:45 Outs:0","36,000 BTC ($2,159,659,861)"
23,"bc1qk4m9zv5tnxf2pddd565wugsjrkqkfn90aa0wypj2530f4f7tjwrqnt..penswallet: BITMEX-coldwalletBalance:35,277 BTC ($2,116,277,590) Ins:77 Outs:3","35,277 BTC ($2,116,277,590)"
24,"12Gws9EsEiDZLinu2SWkHdk7TcobjTau9uwallet: MtGox-coldwalletBalance:32,371 BTC ($1,941,950,598) Ins:6 Outs:0","32,371 BTC ($1,941,950,598)"
25,"12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8FxBalance:32,321 BTC ($1,938,931,952) Ins:47 Outs:10","32,321 BTC ($1,938,931,952)"
26,"bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4wallet: Binance-PoolBalance:31,643 BTC ($1,898,282,739) Ins:4748 Outs:1","31,643 BTC ($1,898,282,739)"
27,"3FHNBLobJnbCTFTVakh5TXmEneyf5PT61Bwallet: Binance-coldwalletBalance:31,275 BTC ($1,876,203,594) Ins:38 Outs:0","31,275 BTC ($1,876,203,594)"
28,"12ib7dApVFvg82TXKycWBNpN8kFyiAN1drwallet: 967Balance:31,000 BTC ($1,859,689,705) Ins:174 Outs:4","31,000 BTC ($1,859,689,705)"
29,"12tkqA9xSoowkzoERHMWNKsTey55YEBqkvBalance:28,151 BTC ($1,688,777,734) Ins:158 Outs:0","28,151 BTC ($1,688,777,734)"
30,"39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYwBalance:26,139 BTC ($1,568,097,665) Ins:7 Outs:1","26,139 BTC ($1,568,097,665)"
31,"bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9wallet: Crypto.com-coldwallet 7d:-126.1 BTC / 30d:+106.41 BTCBalance:25,854 BTC ($1,550,950,582) Ins:28828 Outs:26978","25,854 BTC ($1,550,950,582)"
32,"1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7wallet: Binance-coldwallet 7d:-4926 BTC / 30d:+19328 BTCBalance:24,789 BTC ($1,487,081,117) Ins:84 Outs:60","24,789 BTC ($1,487,081,117)"
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,469,472,326) Ins:24 Outs:0","24,495 BTC ($1,469,472,326)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,443,773,976) Ins:313 Outs:224","24,067 BTC ($1,443,773,976)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,437,896,748) Ins:28 Outs:0","23,969 BTC ($1,437,896,748)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,402,263,061) Ins:44 Outs:2","23,375 BTC ($1,402,263,061)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,399,127,781) Ins:16 Outs:0","23,323 BTC ($1,399,127,781)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,384,843,024) Ins:27 Outs:0","23,085 BTC ($1,384,843,024)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+126.82 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,361,436,596) Ins:5145 Outs:5118","22,694 BTC ($1,361,436,596)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,216,083,854) Ins:13 Outs:2","20,271 BTC ($1,216,083,854)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,209,095,294) Ins:135 Outs:125","20,155 BTC ($1,209,095,294)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,200,276,990) Ins:79 Outs:1","20,008 BTC ($1,200,276,990)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,187,798,497) Ins:17 Outs:0","19,800 BTC ($1,187,798,497)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,164,668,771) Ins:115 Outs:0","19,414 BTC ($1,164,668,771)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,152,334,495) Ins:69 Outs:45","19,209 BTC ($1,152,334,495)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,127,812,447) Ins:516 Outs:511","18,800 BTC ($1,127,812,447)"
47,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,113,323,707) Ins:1220 Outs:162","18,559 BTC ($1,113,323,707)"
48,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+175.3 BTC / 30d:-1.93 BTCBalance:18,552 BTC ($1,112,931,231) Ins:34513 Outs:29728","18,552 BTC ($1,112,931,231)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,103,815,986) Ins:4 Outs:0","18,400 BTC ($1,103,815,986)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-42.09 BTC / 30d:+297.32 BTCBalance:17,996 BTC ($1,079,586,664) Ins:3485 Outs:3462","17,996 BTC ($1,079,586,664)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:-500 BTC / 30d:+6525 BTCBalance:17,276 BTC ($1,036,361,050) Ins:320 Outs:139","17,276 BTC ($1,036,361,050)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+784.57 BTC / 30d:+16569 BTCBalance:16,569 BTC ($993,957,783) Ins:10 Outs:0","16,569 BTC ($993,957,783)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($978,232,192) Ins:15 Outs:0","16,307 BTC ($978,232,192)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($969,672,070) Ins:5 Outs:0","16,164 BTC ($969,672,070)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($944,573,714) Ins:76 Outs:1","15,746 BTC ($944,573,714)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($866,293,064) Ins:104 Outs:6","14,441 BTC ($866,293,064)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($849,588,666) Ins:304 Outs:270","14,162 BTC ($849,588,666)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+9492 BTC / 30d:+14002 BTCBalance:14,002 BTC ($839,971,967) Ins:768 Outs:761","14,002 BTC ($839,971,967)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($839,857,927) Ins:61 Outs:0","14,000 BTC ($839,857,927)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($822,600,606) Ins:144 Outs:37","13,712 BTC ($822,600,606)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($780,049,323) Ins:19 Outs:0","13,003 BTC ($780,049,323)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($773,855,806) Ins:42 Outs:3","12,900 BTC ($773,855,806)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($771,347,754) Ins:19 Outs:0","12,858 BTC ($771,347,754)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($735,896,848) Ins:3 Outs:0","12,267 BTC ($735,896,848)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($730,196,847) Ins:50 Outs:21","12,172 BTC ($730,196,847)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($729,796,313) Ins:969 Outs:148","12,165 BTC ($729,796,313)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($719,887,061) Ins:1 Outs:0","12,000 BTC ($719,887,061)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-74.52 BTC / 30d:-1604 BTCBalance:11,126 BTC ($667,427,608) Ins:297 Outs:296","11,126 BTC ($667,427,608)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($654,783,736) Ins:1 Outs:0","10,915 BTC ($654,783,736)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($651,509,745) Ins:140 Outs:61","10,860 BTC ($651,509,745)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($646,122,812) Ins:104 Outs:0","10,771 BTC ($646,122,812)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($638,891,889) Ins:3 Outs:1","10,650 BTC ($638,891,889)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2819 BTCBalance:10,634 BTC ($637,907,892) Ins:1070 Outs:1019","10,634 BTC ($637,907,892)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($629,893,723) Ins:3 Outs:0","10,500 BTC ($629,893,723)"
75,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($628,364,723) Ins:2 Outs:0","10,475 BTC ($628,364,723)"
76,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($612,899,500) Ins:1599 Outs:0","10,217 BTC ($612,899,500)"
77,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2162 BTC / 30d:+3484 BTCBalance:10,043 BTC ($602,475,066) Ins:89 Outs:45","10,043 BTC ($602,475,066)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($600,454,171) Ins:82 Outs:0","10,009 BTC ($600,454,171)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($600,002,897) Ins:9 Outs:0","10,002 BTC ($600,002,897)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($599,903,171) Ins:50 Outs:0","10,000 BTC ($599,903,171)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($599,900,605) Ins:62 Outs:0","10,000 BTC ($599,900,605)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($599,899,981) Ins:46 Outs:0","10,000 BTC ($599,899,981)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($599,899,478) Ins:71 Outs:0","10,000 BTC ($599,899,478)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($599,899,236) Ins:56 Outs:0","10,000 BTC ($599,899,236)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($599,899,149) Ins:55 Outs:0","10,000 BTC ($599,899,149)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($599,899,106) Ins:47 Outs:0","10,000 BTC ($599,899,106)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($599,899,087) Ins:44 Outs:0","10,000 BTC ($599,899,087)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($599,899,006) Ins:12 Outs:1","10,000 BTC ($599,899,006)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($599,898,976) Ins:11 Outs:1","10,000 BTC ($599,898,976)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($599,898,923) Ins:12 Outs:1","10,000 BTC ($599,898,923)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($599,898,918) Ins:11 Outs:1","10,000 BTC ($599,898,918)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($599,898,889) Ins:10 Outs:1","10,000 BTC ($599,898,889)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($599,898,812) Ins:8 Outs:1","10,000 BTC ($599,898,812)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($599,898,812) Ins:9 Outs:1","10,000 BTC ($599,898,812)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($599,898,811) Ins:8 Outs:1","10,000 BTC ($599,898,811)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($599,898,810) Ins:7 Outs:1","10,000 BTC ($599,898,810)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($599,898,654) Ins:9 Outs:1","10,000 BTC ($599,898,654)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($599,898,528) Ins:46 Outs:0","10,000 BTC ($599,898,528)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($599,898,478) Ins:27 Outs:0","10,000 BTC ($599,898,478)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($599,898,475) Ins:29 Outs:0","10,000 BTC ($599,898,475)"
